Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
CJ Abrams,24,41,Maj-NL,Washington,144,635,580,92,149,35,5,19,60,37,1,125,14,1,3,5,31,3,0.257,0.315,0.433,0.748,682928
Wilyer Abreu,26,37,Maj-AL,Boston,116,422,378,53,92,17,0,22,69,40,5,104,0,1,3,8,6,3,0.243,0.314,0.463,0.777,677800
Maximo Acosta,22,55,Maj-NL,Miami,19,61,54,7,11,1,0,3,5,6,0,17,1,0,0,0,1,2,0.204,0.295,0.389,0.684,691185
Luisangel Acu\xc3\xb1a,23,42,Maj-NL,New York,95,193,175,30,41,7,0,0,8,13,0,37,2,2,1,6,16,1,0.234,0.293,0.274,0.567,682668
Ronald Acu\xc3\xb1a Jr.,27,41,Maj-NL,Atlanta,95,412,338,74,98,12,1,21,42,71,4,102,3,0,0,5,9,1,0.29,0.417,0.518,0.935,660670
Willy Adames,29,41,Maj-NL,San Francisco,159,686,591,94,133,22,2,30,87,80,2,179,5,0,9,9,12,4,0.225,0.318,0.421,0.74,642715
Jordyn Adams,25,90,Maj-AL,Baltimore,10,5,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,677941
Riley Adams,29,41,Maj-NL,Washington,83,286,263,29,49,8,0,8,24,18,0,110,5,0,0,6,1,0,0.186,0.252,0.308,0.56,656180
Jo Adell,26,41,Maj-AL,Los Angeles,152,573,526,63,124,18,1,37,98,33,0,151,10,0,1,10,5,1,0.236,0.293,0.485,0.778,666176
Nick Ahmed,35,191,Maj-AL,Texas,5,10,9,1,0,0,0,0,0,1,0,3,0,0,0,1,1,0,0.0,0.1,0.0,0.1,605113
Ozzie Albies,28,47,Maj-NL,Atlanta,157,667,603,74,145,23,2,16,74,55,2,94,4,0,5,9,14,3,0.24,0.306,0.365,0.671,645277
Kevin Alc\xc3\xa1ntara,22,41,Maj-NL,Chicago,10,12,11,2,4,0,0,0,1,1,0,4,0,0,0,0,1,0,0.364,0.417,0.364,0.78,682634
Sergio Alc\xc3\xa1ntara,28,127,Maj-NL,San Francisco,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,642727
Blaze Alexander,26,42,Maj-NL,Arizona,74,266,230,31,53,12,1,7,28,22,0,86,10,3,1,5,4,6,0.23,0.323,0.383,0.706,677942
CJ Alexander,28,159,Maj-AL,Athletics,6,17,17,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0.176,0.176,0.176,0.353,680769
Tyler Alexander,30,147,Maj-AL,Chicago,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,641302
Jorge Alfaro,32,42,Maj-NL,Washington,14,39,39,3,10,2,0,0,3,0,0,14,0,0,0,0,1,0,0.256,0.256,0.308,0.564,595751
Greg Allen,32,85,Maj-AL,Baltimore,7,14,14,1,0,0,0,0,0,0,0,5,0,0,0,2,0,1,0.0,0.0,0.0,0.0,656185
Nick Allen,26,41,Maj-NL,Atlanta,135,416,371,32,82,11,0,0,22,31,0,99,3,8,3,8,8,7,0.221,0.284,0.251,0.535,669397
Pete Alonso,30,41,Maj-NL,New York,162,709,624,87,170,41,1,38,126,61,5,162,15,0,9,23,1,2,0.272,0.347,0.524,0.871,624413
Jose Altuve,35,42,Maj-AL,Houston,155,654,588,80,156,24,1,26,77,55,5,109,4,1,6,20,10,6,0.265,0.329,0.442,0.771,514888
Francisco Alvarez,23,41,Maj-NL,New York,76,277,246,32,63,12,1,11,32,27,0,73,4,0,0,6,0,0,0.256,0.339,0.447,0.787,682626
Nacho Alvarez Jr.,22,41,Maj-NL,Atlanta,58,208,188,18,44,12,0,2,15,12,0,49,5,2,1,1,0,0,0.234,0.296,0.33,0.626,805373
Yordan Alvarez,28,54,Maj-AL,Houston,48,199,165,17,45,8,0,6,27,28,5,33,0,0,6,1,1,1,0.273,0.367,0.43,0.797,670541
Adael Amador,22,87,Maj-NL,Colorado,41,128,113,5,20,7,0,1,10,11,0,27,1,3,0,2,1,1,0.177,0.256,0.265,0.521,691182
Jacob Amaya,26,91,Maj-AL,Chicago,36,73,66,7,7,1,0,0,8,3,0,16,0,1,3,1,2,0,0.106,0.139,0.121,0.26,676070
Miguel Amaya,26,87,Maj-NL,Chicago,28,103,96,14,27,9,0,4,25,4,0,22,1,1,1,0,0,0,0.281,0.314,0.5,0.814,665804
Tim Anderson,32,167,Maj-AL,Los Angeles,31,90,83,8,17,3,0,0,3,3,0,29,3,1,0,1,1,1,0.205,0.258,0.241,0.499,641313
Miguel Andujar,30,39,"Maj-AL,Maj-NL","Athletics,Cincinnati",95,346,325,37,102,17,1,10,44,18,1,50,1,0,2,8,1,0,0.314,0.35,0.465,0.814,609280
Roman Anthony,21,67,Maj-AL,Boston,71,303,257,48,75,18,1,8,32,40,0,84,5,0,1,2,4,1,0.292,0.396,0.463,0.859,701350
Jonathan Aranda,27,41,Maj-AL,Tampa Bay,106,422,370,56,117,22,0,14,59,41,3,107,8,0,3,9,0,2,0.316,0.393,0.489,0.883,666018
Orlando Arcia,30,45,Maj-NL,"Atlanta,Colorado",76,214,203,13,41,7,1,3,13,10,0,47,0,0,1,4,0,1,0.202,0.238,0.291,0.529,606115
Nolan Arenado,34,42,Maj-NL,St. Louis,106,436,401,48,95,18,1,12,52,28,4,49,3,0,4,10,3,0,0.237,0.289,0.377,0.666,571448
Gabriel Arias,25,37,Maj-AL,Cleveland,132,481,442,44,97,25,2,11,55,27,1,165,7,1,4,9,8,4,0.219,0.273,0.36,0.633,672356
Randy Arozarena,30,19,Maj-AL,Seattle,172,765,661,105,155,33,1,28,78,68,2,210,31,0,5,10,36,6,0.234,0.332,0.415,0.747,668227
Luis Arr\xc3\xa1ez,28,37,Maj-NL,San Diego,157,687,631,66,183,30,4,8,61,34,0,22,2,13,7,12,12,4,0.29,0.325,0.388,0.713,650333
Drew Avans,29,146,"Maj-AL,Maj-NL","Athletics,Milwaukee",8,18,17,1,2,0,0,0,1,0,0,6,0,0,1,0,1,0,0.118,0.111,0.118,0.229,682183
Jos\xc3\xa9 Azocar,29,146,Maj-NL,"Atlanta,New York",14,21,19,5,5,0,0,0,1,2,0,1,0,0,0,0,1,0,0.263,0.333,0.263,0.596,640492
Akil Baddoo,26,169,Maj-AL,Detroit,7,18,17,0,2,1,0,0,1,1,0,5,0,0,0,0,1,0,0.118,0.167,0.176,0.343,668731
Harrison Bader,31,30,"Maj-AL,Maj-NL","Minnesota,Philadelphia",149,505,450,61,125,24,1,17,55,39,0,137,12,0,4,5,11,7,0.278,0.349,0.449,0.797,664056
Ji Hwan Bae,25,55,Maj-NL,Pittsburgh,13,25,20,4,1,0,0,0,0,5,0,9,0,0,0,0,4,1,0.05,0.24,0.05,0.29,678225
Javier B\xc3\xa1ez,32,29,Maj-AL,Detroit,134,470,449,58,117,19,3,13,62,11,0,112,6,0,3,8,6,1,0.261,0.286,0.403,0.689,595879
Patrick Bailey,26,41,Maj-NL,San Francisco,135,452,409,47,91,18,3,6,55,30,0,133,3,4,6,7,1,0,0.222,0.277,0.325,0.602,672275
Luken Baker,28,185,Maj-NL,St. Louis,19,41,34,3,8,3,0,0,2,7,0,10,0,0,0,3,0,0,0.235,0.366,0.324,0.689,663609
Brooks Baldwin,24,41,Maj-AL,Chicago,103,328,300,32,72,15,1,11,38,21,0,86,1,4,2,9,5,0,0.24,0.29,0.407,0.697,681460
Drake Baldwin,24,41,Maj-NL,Atlanta,124,446,405,56,111,18,2,19,80,38,0,68,3,0,0,9,0,0,0.274,0.341,0.469,0.81,686948
Mois\xc3\xa9s Ballesteros,21,28,Maj-NL,Chicago,23,69,60,12,17,2,1,2,11,9,1,13,0,0,0,2,0,0,0.283,0.377,0.45,0.827,694208
Will Banfield,25,66,Maj-NL,Cincinnati,7,10,10,0,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0.1,0.1,0.1,0.2,677943
David Ba\xc3\xb1uelos,28,118,Maj-AL,Baltimore,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.5,0.0,0.5,675915
Addison Barger,25,7,Maj-AL,Toronto,152,570,520,69,134,36,1,24,83,44,4,133,3,0,2,8,4,1,0.258,0.318,0.469,0.787,680718
Austin Barnes,35,182,Maj-NL,Los Angeles,13,44,42,4,9,3,0,0,2,1,0,14,0,1,0,1,0,0,0.214,0.233,0.286,0.518,605131
Tucker Barnhart,34,162,Maj-AL,Texas,8,15,13,0,3,0,0,0,0,1,0,4,1,0,0,2,0,0,0.231,0.333,0.231,0.564,571466
Jose Barrero,27,139,Maj-NL,St. Louis,22,31,29,4,4,1,0,1,3,1,0,9,1,0,0,0,0,0,0.138,0.194,0.276,0.469,676480
Jorge Barrosa,24,41,Maj-NL,Arizona,33,77,71,8,10,3,0,1,7,2,0,22,1,0,3,1,0,0,0.141,0.169,0.225,0.394,678489
Joey Bart,28,41,Maj-NL,Pittsburgh,93,332,285,21,71,12,1,4,30,40,0,93,7,0,0,14,1,1,0.249,0.355,0.34,0.696,663698
Samuel Basallo,20,42,Maj-AL,Baltimore,31,118,109,10,18,6,0,4,15,6,0,30,3,0,0,4,0,0,0.165,0.229,0.33,0.559,694212
Brett Baty,25,43,Maj-NL,New York,129,432,393,53,100,13,2,18,50,33,0,108,2,0,3,6,8,0,0.254,0.313,0.435,0.748,683146
Jake Bauers,29,22,Maj-NL,Milwaukee,91,232,196,29,47,10,0,8,31,33,1,62,2,0,1,1,9,1,0.24,0.353,0.413,0.767,641343
Dylan Beavers,23,41,Maj-AL,Baltimore,35,137,110,16,25,5,1,4,14,26,0,36,0,1,0,0,2,2,0.227,0.375,0.4,0.775,687637
Jordan Beck,24,41,Maj-NL,Colorado,148,588,539,62,139,27,5,16,53,43,0,174,4,0,1,9,19,8,0.258,0.317,0.416,0.732,687597
Josh Bell,32,41,Maj-NL,Washington,140,533,468,54,111,16,1,22,63,57,1,88,5,0,3,15,0,3,0.237,0.325,0.417,0.741,605137
Cody Bellinger,29,31,Maj-AL,New York,159,687,616,93,166,27,5,30,102,59,2,95,2,0,10,8,13,2,0.269,0.33,0.476,0.806,641355
Andrew Benintendi,30,48,Maj-AL,Chicago,116,470,420,57,101,16,2,20,63,40,2,82,3,0,6,5,1,0,0.24,0.307,0.431,0.738,643217
Will Benson,27,38,Maj-NL,Cincinnati,91,255,231,31,52,8,2,12,41,17,1,68,1,0,6,4,2,2,0.225,0.275,0.433,0.707,666181
Warming Bernabel,23,41,Maj-NL,Colorado,40,146,139,15,35,8,1,4,14,7,0,25,0,0,0,2,1,1,0.252,0.288,0.41,0.698,682653
Steward Berroa,26,84,Maj-NL,Milwaukee,2,6,5,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0.0,0.167,0.0,0.167,672642
Jon Berti,35,90,Maj-NL,Chicago,51,107,100,12,21,2,0,0,2,5,0,22,2,0,0,1,11,3,0.21,0.262,0.23,0.492,542932
Mookie Betts,32,7,Maj-NL,Los Angeles,167,744,659,99,168,27,3,20,90,71,3,77,4,0,10,17,8,2,0.255,0.327,0.396,0.723,605141
Bo Bichette,27,7,Maj-AL,Toronto,146,655,605,80,189,44,1,19,100,44,2,95,3,0,3,18,4,3,0.312,0.36,0.483,0.843,666182
Cavan Biggio,30,167,Maj-AL,Kansas City,37,83,69,9,12,2,0,1,4,11,0,21,1,2,0,0,1,0,0.174,0.296,0.246,0.543,624415
Tyler Black,24,83,Maj-NL,Milwaukee,5,13,8,1,2,1,0,0,1,5,0,1,0,0,0,0,0,1,0.25,0.538,0.375,0.913,672012
Dairon Blanco,32,160,Maj-AL,Kansas City,9,8,6,2,1,1,0,0,1,0,0,2,0,2,0,0,3,2,0.167,0.167,0.333,0.5,680118
JJ Bleday,27,41,Maj-AL,Athletics,98,344,307,48,65,17,0,14,39,36,2,91,0,0,1,6,1,2,0.212,0.294,0.404,0.698,668709
Ryan Bliss,25,214,Maj-AL,Seattle,11,39,35,1,7,1,0,1,3,4,0,11,0,0,0,2,2,2,0.2,0.282,0.314,0.596,669208
Xander Bogaerts,32,37,Maj-NL,San Diego,139,564,503,63,133,31,0,11,54,48,3,97,4,1,8,12,21,2,0.264,0.329,0.392,0.72,593428
Alec Bohm,28,30,Maj-NL,Philadelphia,124,522,476,56,137,18,3,11,59,35,2,83,5,0,6,16,2,0,0.288,0.339,0.408,0.747,664761
Sean Bouchard,29,154,Maj-NL,Colorado,32,73,66,7,11,0,1,1,7,7,0,27,0,0,0,2,1,1,0.167,0.247,0.242,0.489,656248
Rob Brantly,35,202,Maj-NL,Miami,3,7,7,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0.429,0.429,0.429,0.857,542963
Alex Bregman,31,37,Maj-AL,Boston,117,508,443,64,121,29,0,18,63,54,3,72,9,0,2,13,1,1,0.273,0.362,0.46,0.823,608324
Will Brennan,27,173,Maj-AL,Cleveland,6,13,11,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0.091,0.231,0.091,0.322,686823
Jonah Bride,29,132,"Maj-AL,Maj-NL","Miami,Minnesota",45,125,112,7,19,2,0,0,5,11,1,39,1,0,1,1,0,0,0.17,0.248,0.188,0.436,681146
Trenton Brooks,29,106,Maj-NL,San Diego,25,43,41,5,6,2,0,1,2,2,0,13,0,0,0,2,0,0,0.146,0.186,0.268,0.454,670092
Seth Brown,32,150,Maj-AL,Athletics,38,76,65,6,12,2,0,1,3,9,0,23,2,0,0,2,1,0,0.185,0.303,0.262,0.564,664913
Vidal Bruj\xc3\xa1n,27,48,"Maj-AL,Maj-NL","Atlanta,Baltimore,Chicago",60,95,87,14,22,5,0,0,8,6,0,21,1,0,1,1,2,1,0.253,0.305,0.31,0.616,660644
Kris Bryant,33,210,Maj-NL,Colorado,11,41,39,2,6,2,0,0,1,2,0,13,0,0,0,1,0,0,0.154,0.195,0.205,0.4,592178
Jake Burger,29,41,Maj-AL,Texas,103,376,356,43,84,15,1,16,53,12,0,93,5,0,3,3,1,1,0.236,0.269,0.419,0.687,669394
Alec Burleson,26,42,Maj-NL,St. Louis,139,546,497,54,144,26,2,18,69,39,1,79,3,1,4,14,5,1,0.29,0.343,0.459,0.801,676475
Michael Busch,27,28,Maj-NL,Chicago,163,623,551,82,145,25,5,38,94,59,3,143,11,0,2,3,4,0,0.263,0.345,0.534,0.879,683737
Lawrence Butler,24,42,Maj-AL,Athletics,152,630,569,83,133,30,2,21,63,59,0,179,0,2,0,7,22,7,0.234,0.306,0.404,0.71,671732
Byron Buxton,31,42,Maj-AL,Minnesota,126,542,488,97,129,21,7,35,83,41,5,148,7,0,6,0,24,0,0.264,0.327,0.551,0.878,621439
Jos\xc3\xa9 Caballero,28,32,Maj-AL,"New York,Tampa Bay",129,375,318,52,75,18,1,5,36,47,0,99,4,4,2,1,49,11,0.236,0.34,0.346,0.686,676609
Oswaldo Cabrera,26,180,Maj-AL,New York,34,122,107,17,26,4,0,1,11,11,0,25,2,1,1,1,0,1,0.243,0.322,0.308,0.631,665828
Jac Caglianone,22,41,Maj-AL,Kansas City,62,232,210,19,33,6,1,7,18,18,0,52,4,0,0,4,1,0,0.157,0.237,0.295,0.532,695506
Owen Caissie,22,56,Maj-NL,Chicago,12,27,26,4,5,1,0,1,4,1,0,11,0,0,0,0,0,0,0.192,0.222,0.346,0.568,683357
Alex Call,30,10,Maj-NL,"Los Angeles,Washington",117,337,281,44,76,13,2,5,31,39,0,57,7,6,4,6,2,1,0.27,0.369,0.384,0.753,669743
Tyler Callihan,25,187,Maj-NL,Cincinnati,4,6,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.167,0.167,0.167,0.333,682997
Daz Cameron,28,138,Maj-NL,Milwaukee,21,42,41,7,8,1,0,1,3,1,0,13,0,0,0,1,1,0,0.195,0.214,0.293,0.507,663662
Junior Caminero,21,41,Maj-AL,Tampa Bay,154,653,602,93,159,28,0,45,110,41,1,125,3,0,7,31,7,1,0.264,0.311,0.535,0.846,691406
Kristian Campbell,23,143,Maj-AL,Boston,67,263,229,24,51,10,0,6,21,29,0,72,4,0,1,1,2,1,0.223,0.319,0.345,0.664,692225
Gustavo Campero,27,89,Maj-AL,Los Angeles,28,66,58,9,10,1,0,3,8,5,0,14,3,0,0,2,4,1,0.172,0.273,0.345,0.618,672569
Luis Campusano,26,118,Maj-NL,San Diego,10,27,21,0,0,0,0,0,0,6,0,11,0,0,0,2,0,0,0.0,0.222,0.0,0.222,669134
Alexander Canario,25,41,Maj-NL,Pittsburgh,87,234,216,25,47,6,1,6,20,17,0,80,0,0,1,5,3,1,0.218,0.274,0.338,0.611,672744
Jeimer Candelario,31,195,Maj-NL,Cincinnati,22,91,80,3,9,2,0,2,10,9,0,29,0,0,2,1,0,1,0.113,0.198,0.213,0.41,600869
Mark Canha,36,124,Maj-AL,Kansas City,46,125,113,9,24,3,0,1,6,7,0,24,3,0,2,1,0,1,0.212,0.272,0.265,0.537,592192
Dominic Canzone,27,19,Maj-AL,Seattle,92,298,272,31,76,11,0,11,33,21,0,69,3,0,2,7,3,1,0.279,0.336,0.441,0.777,686527
Vinny Capra,28,129,"Maj-AL,Maj-NL","Chicago,Milwaukee",47,105,96,10,12,2,0,1,6,3,0,25,1,3,2,5,2,0,0.125,0.157,0.177,0.334,681962
Victor Caratini,31,41,Maj-AL,Houston,114,386,344,35,89,14,0,12,46,23,0,65,13,0,6,8,1,0,0.259,0.324,0.404,0.728,605170
Dylan Carlson,26,43,Maj-AL,Baltimore,83,241,217,17,44,9,1,6,20,21,0,54,2,0,1,3,3,3,0.203,0.278,0.336,0.614,666185
Kerry Carpenter,27,29,Maj-AL,Detroit,138,503,465,70,118,19,5,28,68,25,2,117,7,0,2,3,1,1,0.254,0.301,0.497,0.797,681481
Corbin Carroll,24,43,Maj-NL,Arizona,143,642,564,107,146,32,17,31,84,67,4,153,7,0,4,6,32,6,0.259,0.343,0.541,0.883,682998
Evan Carter,22,79,Maj-AL,Texas,63,220,194,31,48,9,2,5,25,19,1,41,7,0,0,2,14,2,0.247,0.336,0.392,0.728,694497
Triston Casas,25,190,Maj-AL,Boston,29,112,99,5,18,3,0,3,11,11,2,27,2,0,0,3,0,0,0.182,0.277,0.303,0.58,671213
Nick Castellanos,33,30,Maj-NL,Philadelphia,151,604,562,73,139,29,2,17,75,32,0,136,4,0,6,14,4,0,0.247,0.29,0.397,0.687,592206
Willi Castro,28,41,"Maj-AL,Maj-NL","Chicago,Minnesota",120,454,402,58,91,17,3,11,33,40,1,111,11,1,0,12,10,4,0.226,0.313,0.366,0.679,650489
Andr\xc3\xa9s Chaparro,26,41,Maj-NL,Washington,34,73,66,4,12,2,0,1,5,5,0,22,1,0,1,0,0,0,0.182,0.247,0.258,0.504,665953
Matt Chapman,32,41,Maj-NL,San Francisco,127,535,454,76,105,23,2,21,61,71,1,126,6,0,4,8,9,4,0.231,0.34,0.43,0.77,656305
Tsung-Che Cheng,23,209,Maj-NL,Pittsburgh,3,7,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0.0,0.0,0.0,0.0,691907
Jazz Chisholm Jr.,27,31,Maj-AL,New York,137,556,484,78,116,15,1,32,81,61,1,153,6,1,4,4,31,8,0.24,0.33,0.473,0.803,665862
Jackson Chourio,21,22,Maj-NL,Milwaukee,140,624,582,91,158,38,4,23,86,31,1,130,3,1,7,14,21,7,0.271,0.308,0.469,0.777,694192
Nathan Church,24,41,Maj-NL,St. Louis,27,65,56,9,10,1,0,1,8,3,0,18,3,2,1,0,1,0,0.179,0.254,0.25,0.504,701675
Denzel Clarke,25,111,Maj-AL,Athletics,47,159,148,18,34,8,2,3,8,6,0,61,3,2,0,1,6,0,0.23,0.274,0.372,0.646,672016
Jonatan Clase,23,131,Maj-AL,Toronto,34,112,100,10,21,3,0,2,9,10,0,28,1,1,0,1,3,1,0.21,0.288,0.3,0.588,682729
Kody Clemens,29,41,"Maj-AL,Maj-NL","Minnesota,Philadelphia",119,386,348,46,74,12,4,19,52,29,1,93,5,2,2,4,5,1,0.213,0.281,0.434,0.715,665019
Ernie Clement,29,7,Maj-AL,Toronto,175,665,618,96,181,41,3,10,59,28,1,66,5,7,7,14,7,5,0.293,0.325,0.417,0.743,676391
Zach Cole,24,41,Maj-AL,Houston,15,52,47,9,12,2,0,4,11,5,0,20,0,0,0,0,3,0,0.255,0.327,0.553,0.88,805904
Isaac Collins,27,22,Maj-NL,Milwaukee,136,451,381,57,98,22,3,9,54,58,0,100,6,3,3,8,16,7,0.257,0.362,0.402,0.763,686555
Michael Conforto,32,41,Maj-NL,Los Angeles,137,486,418,54,83,20,0,12,36,56,0,121,9,0,3,12,1,0,0.199,0.305,0.333,0.637,624424
Griffin Conine,27,42,Maj-NL,Miami,24,86,79,13,20,7,0,2,8,7,0,25,0,0,0,0,0,1,0.253,0.314,0.418,0.732,665052
William Contreras,27,22,Maj-NL,Milwaukee,159,696,600,94,155,29,0,19,79,87,4,127,3,0,6,16,6,4,0.258,0.352,0.402,0.754,661388
Willson Contreras,33,54,Maj-NL,St. Louis,135,563,490,70,126,31,1,20,80,44,1,142,23,1,4,15,5,1,0.257,0.344,0.447,0.791,575929
Billy Cook,26,141,Maj-NL,Pittsburgh,3,6,6,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,695257
Kenedy Corona,25,119,Maj-AL,Houston,3,4,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.5,685744
Carlos Correa,30,42,Maj-AL,"Houston,Minnesota",144,584,537,63,148,29,0,13,52,45,0,113,1,0,1,19,0,0,0.276,0.332,0.402,0.734,621043
Carlos Cortes,28,41,Maj-AL,Athletics,42,99,94,11,29,8,1,4,14,3,0,20,0,0,2,3,0,0,0.309,0.323,0.543,0.866,666126
Colton Cowser,25,41,Maj-AL,Baltimore,92,360,327,36,64,14,0,16,40,27,1,128,6,0,0,5,14,0,0.196,0.269,0.385,0.655,681297
J.P. Crawford,30,19,Maj-AL,Seattle,169,701,610,72,159,25,0,13,62,78,1,129,3,7,3,12,8,1,0.261,0.346,0.366,0.711,641487
Dylan Crews,23,41,Maj-NL,Washington,85,322,293,43,61,8,2,10,27,24,0,76,5,0,0,4,17,5,0.208,0.28,0.352,0.631,686611
Blaine Crim,28,41,"Maj-AL,Maj-NL","Colorado,Texas",20,74,65,10,13,2,0,5,12,6,0,28,1,0,2,0,0,0,0.2,0.27,0.462,0.732,688760
Jake Cronenworth,31,37,Maj-NL,San Diego,138,526,430,61,103,20,1,11,59,69,1,110,15,4,7,4,3,3,0.24,0.359,0.367,0.726,630105
Jimmy Crooks,23,41,Maj-NL,St. Louis,15,46,45,3,6,0,1,1,1,0,0,17,1,0,0,1,0,0,0.133,0.152,0.244,0.397,699625
Pete Crow-Armstrong,23,28,Maj-NL,Chicago,165,676,618,91,151,37,4,31,98,30,1,167,9,7,12,1,36,9,0.244,0.284,0.468,0.752,691718
Oneil Cruz,26,41,Maj-NL,Pittsburgh,135,544,471,62,94,18,3,20,61,64,4,174,4,0,5,6,38,5,0.2,0.298,0.378,0.676,665833
Travis d\'Arnaud,36,58,Maj-AL,Los Angeles,69,231,213,16,42,13,0,6,21,13,0,74,4,0,1,5,0,0,0.197,0.255,0.343,0.598,518595
Bobby Dalbec,30,190,Maj-AL,Chicago,7,21,18,2,4,1,0,0,1,3,0,6,0,0,0,1,0,0,0.222,0.333,0.278,0.611,666915
Logan Davidson,27,51,Maj-AL,"Athletics,Los Angeles",19,47,42,3,7,2,0,1,4,3,0,22,0,2,0,1,0,0,0.167,0.222,0.286,0.508,669722
Henry Davis,25,42,Maj-NL,Pittsburgh,87,283,252,25,42,7,0,7,22,18,0,76,5,3,3,2,2,1,0.167,0.234,0.278,0.512,680779
J.D. Davis,32,195,Maj-AL,Los Angeles,5,9,9,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.111,0.111,0.111,0.222,605204
Bryan De La Cruz,28,206,Maj-NL,Atlanta,16,50,47,1,9,1,0,0,0,3,0,18,0,0,0,1,1,0,0.191,0.24,0.213,0.453,650559
Elly De La Cruz,23,38,Maj-NL,Cincinnati,164,707,635,103,166,31,7,22,88,69,10,185,2,0,1,14,37,8,0.261,0.335,0.436,0.771,682829
Justin Dean,28,61,Maj-NL,Los Angeles,18,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,681909
Paul DeJong,31,43,Maj-NL,Washington,57,208,193,18,44,10,0,6,23,11,0,70,1,0,3,3,4,0,0.228,0.269,0.373,0.642,657557
Adrian Del Castillo,25,42,Maj-NL,Arizona,44,131,120,9,29,6,0,4,17,8,0,47,1,0,2,2,0,0,0.242,0.29,0.392,0.682,680728
Chase DeLauter,23,37,Maj-AL,Cleveland,2,7,6,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.167,0.286,0.167,0.452,800050
Jonny DeLuca,26,94,Maj-AL,Tampa Bay,20,59,57,5,19,1,3,0,4,2,0,13,0,0,0,0,6,0,0.333,0.356,0.456,0.812,676356
Cam Devanney,28,41,Maj-NL,Pittsburgh,14,38,36,1,5,1,0,0,1,2,0,21,0,0,0,1,0,1,0.139,0.184,0.167,0.351,687478
Rafael Devers,28,41,"Maj-AL,Maj-NL","Boston,San Francisco",163,729,607,99,153,33,0,35,109,112,10,192,6,0,4,16,1,1,0.252,0.372,0.479,0.851,646240
Zach Dezenzo,25,161,Maj-AL,Houston,34,109,98,17,24,6,0,2,10,11,0,37,0,0,0,2,1,0,0.245,0.321,0.367,0.688,701305
Elias D\xc3\xadaz,34,42,Maj-NL,San Diego,106,283,255,34,52,7,0,9,29,21,0,74,2,5,0,11,0,0,0.204,0.27,0.337,0.607,553869
Yainer Diaz,26,41,Maj-AL,Houston,143,567,542,56,139,25,1,20,70,20,2,95,2,0,3,13,1,1,0.256,0.284,0.417,0.701,673237
Yandy D\xc3\xadaz,33,42,Maj-AL,Tampa Bay,150,651,583,79,175,29,1,25,83,57,4,92,6,0,5,12,3,1,0.3,0.366,0.482,0.848,650490
Dillon Dingler,26,29,Maj-AL,Detroit,133,505,465,57,126,23,2,14,59,28,2,120,10,0,1,5,0,0,0.271,0.325,0.419,0.745,693307
Jasson Dom\xc3\xadnguez,22,31,Maj-AL,New York,124,430,382,59,99,19,1,10,47,41,1,115,3,0,4,5,23,5,0.259,0.333,0.393,0.725,691176
Brendan Donovan,28,45,Maj-NL,St. Louis,118,515,460,64,132,32,0,10,50,42,3,67,7,2,4,4,3,3,0.287,0.353,0.422,0.775,680977
Brenton Doyle,27,41,Maj-NL,Colorado,138,538,502,57,117,23,2,15,57,30,0,138,0,2,4,14,18,2,0.233,0.274,0.376,0.651,686668
Mauricio Dub\xc3\xb3n,30,41,Maj-AL,Houston,133,398,369,43,89,21,0,7,33,24,0,42,1,3,1,12,3,0,0.241,0.289,0.355,0.644,643289
Blake Dunn,26,184,Maj-NL,Cincinnati,30,75,60,10,9,2,0,1,7,8,0,25,7,0,0,1,1,1,0.15,0.32,0.233,0.553,694362
Oliver Dunn,27,206,Maj-NL,Milwaukee,14,41,36,4,6,2,0,0,6,2,0,11,0,2,1,0,1,0,0.167,0.205,0.222,0.427,686554
Ezequiel Duran,26,41,Maj-AL,Texas,90,219,205,16,46,14,0,0,14,8,0,55,4,1,1,3,11,2,0.224,0.266,0.293,0.559,677649
Jarren Duran,28,37,Maj-AL,Boston,160,708,631,87,160,41,13,16,84,60,1,173,13,1,3,6,24,6,0.254,0.33,0.436,0.765,680776
